"appid","name","owners","owners_variance","players_forever","players_forever_variance","players_2weeks","players_2weeks_variance","average_forever","average_2weeks","median_forever","median_2weeks","price"
21100,"F.E.A.R. 3",1831874,34886,905009,24553,10491,2646,506,158,260,52,499
55150,"Warhammer 40,000 Space Marine",1109930,27183,903435,24531,14163,3075,1001,122,424,58,499
207230,"Archeblade",1993782,36387,901687,24508,5595,1933,291,120,45,26,0
262060,"Darkest Dungeon",942951,25061,899414,24477,74660,7060,1622,356,759,181,1379
12110,"Grand Theft Auto: Vice City",1811941,34697,894868,24415,17485,3417,424,295,63,23,349
286690,"Metro 2033 Redux",1241415,28743,892770,24387,41439,5260,452,153,269,59,499
113420,"Fallen Earth",1936607,35864,886475,24301,6120,2021,529,154,41,21,0
244930,"SNOW",1183890,28071,881580,24234,50006,5778,252,162,32,20,0
48720,"Mount & Blade: With Fire and Sword",1291596,29316,879132,24200,22905,3911,1374,187,361,71,299
33230,"Assassin's Creed II",1183541,28067,874760,24140,15911,3259,1475,316,887,86,339
335330,"Brick-Force (EU)",1412241,30649,873886,24128,5595,1933,110,27,19,19,0
230230,"Divinity: Original Sin",1201200,28275,873187,24118,6294,2050,2107,167,850,112,0
369200,"Ghost in the Shell: Stand Alone Complex - First Assault Online",1193332,28182,867767,24044,70638,6867,389,202,69,41,0
40100,"Supreme Commander 2",1189136,28133,866543,24027,18359,3501,2421,402,683,135,1299
60,"Ricochet",7471920,69889,866018,24019,1574,1025,39,4,4,5,99
44350,"GRID 2",1084927,26876,863046,23978,22730,3896,853,105,258,33,624
274190,"Broforce",984564,25606,862171,23966,101761,8242,640,182,333,88,349
208140,"Endless Space",1039117,26304,857451,23901,8568,2392,1793,377,492,118,749
286160,"Tabletop Simulator",929837,24886,851331,23815,74835,7068,944,242,285,95,999
233270,"Far Cry 3 Blood Dragon",1205746,28328,851156,23813,9791,2557,389,117,158,41,1249
383080,"Sakura Clicker",1149620,27663,849757,23793,27976,4322,786,273,51,30,0
200170,"Worms Revolution",1056602,26524,840316,23661,25003,4086,529,145,189,68,299
39140,"FINAL FANTASY VII",1043138,26355,835770,23597,13813,3037,1561,499,288,83,1299
359320,"Elite: Dangerous",895567,24425,834546,23580,74835,7068,3877,1016,1056,333,1674
238430,"Contagion",1073212,26731,833147,23560,15561,3223,359,91,157,43,249
365590,"Tom Clancy's The Division",843987,23713,831398,23536,128163,9250,5842,628,3169,178,2499
4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",1606146,32677,828251,23491,9092,2464,312,185,89,44,649
40,"Deathmatch Classic",7494125,69991,823880,23429,1399,966,43,325,8,30,99
208480,"Assassin's Creed III",1018310,26040,816362,23322,15911,3259,1984,232,1133,65,679
24010,"Train Simulator 2015",866892,24031,815312,23307,66092,6643,3966,352,517,103,1199
206500,"AirMech",1286875,29262,808319,23207,15561,3223,576,109,105,34,0
266840,"Age of Mythology: Extended Edition",934209,24945,805871,23172,40040,5170,1373,334,362,105,449
16450,"F.E.A.R. 2: Project Origin",1907233,35593,805696,23170,7344,2214,714,181,369,74,374
221040,"Resident Evil 6 / Biohazard 6",969178,25406,805696,23170,32347,4647,1318,244,575,103,749
263280,"Spintires",847659,23764,802898,23130,76758,7159,1670,253,620,55,2499
34830,"Sniper: Ghost Warrior",977571,25515,796079,23031,6120,2021,802,162,250,29,284
306130,"The Elder Scrolls Online: Tamriel Unlimited",912527,24654,794855,23014,218209,12068,3341,757,762,314,989
48240,"Anno 2070",851855,23823,794156,23004,9267,2487,2132,276,658,112,499
17300,"Crysis",993657,25724,793806,22998,9442,2511,480,114,205,26,374
442080,"Riders of Icarus",1477634,31348,792233,22976,39341,5125,979,929,81,76,0
237930,"Transistor",1073387,26733,791358,22963,10841,2690,295,87,151,30,474
298630,"The Escapists",827027,23474,789785,22940,32172,4635,767,116,379,34,509
10540,"Football Manager 2009",873886,24128,789435,22935,2448,1278,9170,1278,2234,1428,0
275850,"No Man's Sky",798352,23064,787162,22902,33221,4710,1451,221,916,42,3599
289130,"Endless Legend",856402,23886,785414,22877,32347,4647,1715,551,610,166,749
335300,"DARK SOULS II: Scholar of the First Sin",915675,24697,783665,22851,63994,6536,3176,459,1634,136,999
258160,"Rise of Incarnates",1856527,35119,783141,22844,1043,1020,54,1,15,1,0
6020,"Star Wars Jedi Knight: Jedi Academy",1525192,31846,778070,22770,15561,3223,571,301,144,34,249
57900,"Duke Nukem Forever",1072513,26722,776321,22744,7344,2214,611,524,248,31,399
20,"Team Fortress Classic",5405576,59622,773874,22709,6294,2050,414,114,15,6,499
245620,"Tropico 5",890322,24353,772825,22693,27626,4295,1214,346,590,109,574
269210,"Hero Siege",926166,24837,771426,22673,29549,4442,673,191,244,57,203
3830,"Psychonauts",1401050,30528,770027,22652,3147,1449,478,170,154,147,99
204880,"Sins of a Solar Empire: Rebellion",865319,24010,770027,22652,26752,4226,2651,330,633,154,999
44320,"DiRT 3",999252,25796,768803,22634,3147,1449,512,31,152,24,0
291650,"Pillars of Eternity",832622,23553,766355,22598,52104,5898,2324,505,1036,140,1679
26800,"Braid",1194556,28197,765656,22588,4371,1708,243,186,100,64,299
39000,"Moonbase Alpha",1104859,27121,762334,22539,10491,2646,89,47,39,30,0
242700,"Injustice: Gods Among Us Ultimate Edition",880530,24219,758662,22485,15387,3205,525,153,286,41,1999
219890,"Antichamber",1014813,25996,757438,22467,5595,1933,233,39,104,21,474
236090,"Dust: An Elysian Tail",1132835,27461,755690,22441,5071,1840,422,110,182,32,279
319510,"Five Nights at Freddy's",867242,24036,754815,22428,19058,3567,208,20,68,13,249
298110,"Far Cry 4",806395,23180,750794,22368,42313,5315,2210,289,1484,79,1499
19900,"Far Cry 2",1244213,28775,750444,22363,6819,2134,611,267,153,66,339
305620,"The Long Dark",825454,23451,750094,22358,53154,5957,1065,275,297,61,999
261030,"The Walking Dead: Season Two",1140353,27552,749045,22342,9966,2579,695,302,563,215,574
22320,"The Elder Scrolls III: Morrowind",1094893,26999,748521,22334,25178,4100,901,218,133,54,749
215080,"WAKFU",1155215,27730,747821,22324,18883,3551,1138,541,100,73,0
223750,"DCS World",1404023,30560,746248,22300,23080,3925,227,91,5,12,0
325610,"Total War: ATTILA",823355,23422,745374,22287,95117,7969,5641,608,1921,221,999
50,"Half-Life: Opposing Force",5384769,59509,739429,22198,5770,1963,386,178,105,78,99
31280,"Poker Night at the Inventory",1056427,26522,737855,22175,6469,2078,282,71,170,46,124
41000,"Serious Sam HD: The First Encounter",1144550,27602,734008,22117,10141,2602,339,121,153,52,149
32470,"Star Wars: Empire at War Gold",1347023,29936,733309,22107,30249,4494,1255,293,209,72,499
249130,"LEGO MARVEL Super Heroes",838392,23634,732785,22099,27976,4322,1965,208,581,80,499
234650,"Shadowrun Returns",944350,25079,728588,22035,5595,1933,916,130,438,66,299
339280,"Strife",1414339,30672,727189,22014,7169,2188,448,345,80,50,0
42160,"War of the Roses",1299115,29401,726490,22004,2098,1183,671,52,59,36,0
356670,"Spooky's House of Jump Scares",1024080,26114,725091,21983,10141,2602,74,256,29,20,0
225540,"Just Cause 3",779644,22793,724042,21967,72562,6960,1780,256,1032,92,1249
214490,"Alien: Isolation",913751,24671,723867,21964,17485,3417,687,182,269,46,1149
250320,"The Wolf Among Us",978969,25534,720370,21911,8568,2392,614,308,507,120,1149
102700,"A.V.A - Alliance of Valiant Arms",1308906,29511,717398,21866,17310,3399,832,165,55,18,0
204450,"Call of Juarez Gunslinger",975472,25488,717398,21866,12064,2838,447,106,282,41,749
310370,"The Way of Life",1101362,27078,711628,21778,6644,2106,24,20,10,15,0
208650,"Batman: Arkham Knight",866892,24031,711103,21770,55601,6093,1631,349,1080,80,1499
2700,"RollerCoaster Tycoon 3: Platinum!",782266,22831,709530,21746,28325,4349,970,398,214,81,1999
47870,"Need for Speed: Hot Pursuit",816886,23330,706907,21706,14512,3113,582,85,208,30,374
235600,"Tom Clancy's Splinter Cell Blacklist",835595,23595,706383,21698,40040,5170,1175,193,661,78,29900
313120,"Stranded Deep",719671,21901,706033,21692,26752,4226,631,112,268,21,1049
280,"Half-Life: Source",2925893,44021,705683,21687,8043,2317,351,163,62,22,199
225080,"Brothers - A Tale of Two Sons",1227952,28587,704459,21668,5770,1963,167,222,123,44,299
20540,"Company of Heroes: Tales of Valor",2189786,38123,703760,21658,6994,2161,1646,626,168,70,1299
108600,"Project Zomboid",740478,22214,703235,21649,29724,4455,1218,264,356,95,1499
424280,"Iron Snout",819509,23367,702011,21631,33221,4710,103,30,34,7,0
9340,"Company of Heroes: Opposing Fronts",2403275,39926,701487,21623,4371,1708,862,88,70,14,1299
4500,"S.T.A.L.K.E.R.: Shadow of Chernobyl",1015862,26009,700438,21606,13114,2959,727,332,143,85,639
91600,"Sanctum",1199801,28258,699738,21596,7344,2214,373,225,143,80,199
221640,"Super Hexagon",901337,24503,698689,21580,21157,3758,230,22,62,5,101
22000,"World of Goo",1035620,26260,698165,21571,4021,1638,189,63,56,32,199
55110,"Red Faction: Armageddon",1739205,33997,693619,21501,2098,1183,374,272,123,430,499
236830,"Red Orchestra 2: Heroes of Stalingrad - Single Player",2243639,38586,692045,21477,6120,2021,138,58,48,42,0
104700,"Super Monday Night Combat",1382692,30328,690297,21450,6644,2106,427,42,40,32,0
130,"Half-Life: Blue Shift",5358192,59364,690122,21447,5420,1902,200,519,71,37,99
225260,"Brutal Legend",1163783,27832,686800,21395,7344,2214,364,585,183,110,149
22600,"Worms Reloaded",889622,24344,681904,21319,9267,2487,782,237,202,94,399
47410,"Stronghold Kingdoms",1421857,30753,681379,21311,11190,2733,5754,2277,52,558,0
102500,"Kingdoms of Amalur: Reckoning",811291,23250,680505,21297,12064,2838,1534,458,490,104,499
205930,"Hitman: Sniper Challenge",1947972,35969,679981,21289,4021,1638,107,332,29,29,0
239070,"Hammerwatch",869690,24070,675784,21224,7868,2292,391,124,175,47,224
20500,"Red Faction: Guerrilla Steam Edition",1010092,25935,671588,21158,6994,2161,588,136,212,54,499
206440,"To the Moon",1094369,26992,670189,21136,10491,2646,198,101,179,80,199
315640,"Dizzel",1315026,29579,667392,21092,531,1039,114,1,19,1,0
222730,"Reus",876159,24159,663720,21034,4721,1775,289,81,110,62,249
243470,"Watch_Dogs",711453,21775,660922,20989,23255,3940,1681,255,1020,118,899
281990,"Stellaris",672637,21174,660223,20978,123617,9084,3475,767,1921,414,1339
287390,"Metro: Last Light Redux",1254354,28891,657251,20931,32696,4672,544,192,359,84,499
385770,"Time Clickers",851156,23813,657251,20931,20982,3743,1904,892,97,55,0
6860,"Hitman: Blood Money",1420808,30742,656726,20923,10491,2646,507,263,121,111,224
34870,"Sniper Ghost Warrior 2",813564,23282,656201,20914,16610,3330,647,128,260,45,199
45760,"Ultra Street Fighter IV",767579,22616,654278,20884,21681,3805,2523,166,305,48,2799
211400,"Deadlight",973199,25459,653579,20873,4021,1638,201,50,140,53,239
233130,"Shadow Warrior",890147,24351,650956,20831,13638,3017,460,179,205,95,349
427270,"Orcs Must Die! Unchained",1187737,28116,650781,20828,15561,3223,340,154,50,21,0
313160,"Farming Simulator 15",662846,21020,649557,20808,66092,6643,5664,437,1576,78,999
22300,"Fallout 3",737505,22170,646410,20758,13988,3056,1031,136,256,32,329
331470,"Everlasting Summer",1046460,26397,640290,20660,23779,3984,583,200,155,63,0
332070,"School of Dragons: How to Train Your Dragon",1115875,27255,639941,20654,5595,1933,223,94,46,50,0
47400,"Stronghold 3",730686,22067,636619,20600,6819,2134,637,159,237,39,1399
6910,"Deus Ex: Game of the Year Edition",1215887,28447,636094,20592,5770,1963,383,185,53,32,174
72200,"Universe Sandbox",750969,22371,635570,20584,3847,1602,538,42,55,19,0
427520,"Factorio",648858,20797,632422,20533,116099,8804,3255,825,1543,330,2000
55100,"Homefront",813914,23287,631373,20516,1748,1080,688,111,274,160,399
427730,"Who's Your Daddy",658649,20953,631373,20516,39166,5114,164,34,81,12,499
47780,"Dead Space 2",1343701,29899,630674,20504,13463,2998,590,203,262,60,249
219990,"Grim Dawn",693794,21504,628925,20476,69065,6790,3199,633,1121,191,1499
220440,"DmC Devil May Cry",877383,24176,627352,20450,12939,2939,672,122,431,50,749
12200,"Bully: Scholarship Edition",836469,23607,625953,20427,10316,2624,529,164,132,37,349
317470,"Cubic Castles",903960,24539,622106,20365,7169,2188,362,232,36,56,0
239350,"Spelunky",763907,22562,620008,20330,21331,3774,789,263,134,35,299
307780,"Mortal Kombat X",657600,20937,619484,20322,44411,5445,1373,177,586,70,1999
373420,"Divinity: Original Sin - Enhanced Edition",1201200,28275,618609,20308,49831,5768,1398,495,405,200,1999
247730,"Nether",695892,21536,615987,20264,4196,1674,591,78,179,50,999
207170,"Legend of Grimrock",956414,25239,613014,20216,5420,1902,560,164,185,57,509
382490,"Relic Hunters Zero",845736,23737,612490,20207,8742,2416,153,72,40,19,0
40390,"Risen 2 - Dark Waters",1240541,28733,611441,20190,7169,2188,1101,419,250,71,249
107900,"War Inc. Battlezone",1273937,29115,608468,20141,2448,1278,201,52,58,10,0
314160,"Microsoft Flight Simulator X: Steam Edition",709180,21741,607419,20123,68890,6782,2996,741,250,225,1249
304030,"ArcheAge",1085801,26887,606895,20115,23430,3955,3240,1002,178,125,0
15100,"Assassin's Creed",802723,23127,606195,20103,6120,2021,632,221,291,86,339
67370,"The Darkness II",1184939,28083,605845,20097,6994,2161,378,233,237,65,599
291210,"UberStrike",859549,23930,605845,20097,1923,1133,241,1,33,2,0
32430,"Star Wars: The Force Unleashed Ultimate Sith Edition",1126540,27385,605146,20086,7169,2188,403,134,157,64,499
245170,"Skullgirls",798352,23064,601999,20033,17135,3382,567,96,178,40,299
431240,"Golf With Friends",657251,20931,601999,20033,82003,7399,392,104,219,48,449
261570,"Ori and the Blind Forest",735407,22138,598852,19981,12939,2939,545,177,386,39,0
3900,"Sid Meier's Civilization IV",1423431,30770,598502,19975,11890,2817,1568,519,187,108,499
253980,"Enclave",1451406,31069,595180,19920,6469,2078,136,264,61,67,124
6000,"Star Wars Republic Commando",1204522,28314,590983,19850,11015,2712,282,54,74,26,249
12100,"Grand Theft Auto III",1558763,32193,590634,19844,7868,2292,374,600,38,90,349
47790,"Medal of Honor(TM) Single Player",1628876,32906,588186,19803,4546,1742,248,97,84,52,499
21690,"Resident Evil 5",827552,23481,587312,19788,16785,3348,864,188,475,77,14600
237310,"Elsword",1066568,26648,586263,19770,12064,2838,1326,355,72,112,0
302510,"Ryse: Son of Rome",696766,21550,586088,19767,19583,3616,388,170,294,69,499
346330,"BrainBread 2",942776,25059,585214,19753,19583,3616,102,52,30,17,0
9450,"Warhammer 40,000: Dawn of War - Soulstorm",1037718,26286,583115,19717,31298,4571,1992,325,542,132,649
213850,"Magic 2014 ",618260,20302,582766,19711,5071,1840,1907,227,663,82,299
65930,"The Bureau: XCOM Declassified",1105209,27125,581542,19691,5245,1871,437,150,174,99,399
235540,"Warhammer: End Times - Vermintide",604447,20074,581542,19691,48433,5686,1254,351,543,104,1399
293540,"Guns and Robots",1169378,27899,581192,19685,2972,1408,148,33,24,11,0
70300,"VVVVVV",942601,25056,581192,19685,3497,1528,154,137,45,34,169
444640,"Bloons TD Battles",684002,21352,578744,19643,53503,5977,397,171,51,35,0
258970,"Gauntlet ",667217,21089,578394,19637,11190,2733,455,145,229,51,499
323470,"DRAGON BALL XENOVERSE",603747,20063,577171,19617,34620,4808,1952,271,1041,64,999
298260,"Only If",1191059,28156,575072,19581,2798,1366,53,57,22,15,0
212480,"Sonic & All-Stars Racing Transformed",827901,23486,575072,19581,10141,2602,514,84,224,40,1999
48220,"Might & Magic: Heroes VI",645361,20741,573848,19560,8568,2392,3145,379,1043,89,679
263500,"Dragons and Titans",1141402,27564,568253,19465,8393,2367,406,105,35,29,0
96100,"Defy Gravity",922669,24791,567204,19447,5071,1840,122,112,46,109,24
215530,"The Incredible Adventures of Van Helsing",803947,23145,566155,19429,5071,1840,625,130,255,38,374
92800,"SpaceChem",1000825,25816,565980,19426,3847,1602,347,88,66,50,249
22350,"BRINK",635744,20586,560910,19339,1399,966,636,109,256,128,263
311340,"METAL GEAR SOLID V: GROUND ZEROES",696591,21547,558112,19291,8043,2317,425,84,201,23,1949
294860,"Valkyria Chronicles",848359,23774,557413,19279,11365,2754,813,325,300,83,679
274170,"Hotline Miami 2: Wrong Number",781742,22823,556014,19254,29374,4429,663,178,355,42,374
48190,"Assassin's Creed Brotherhood",830000,23516,554615,19230,8393,2367,1480,256,928,82,509
274940,"Depth",617385,20287,553741,19215,25003,4086,471,126,211,46,679
4550,"Titan Quest: Immortal Throne",1057651,26537,553042,19203,3672,1565,1741,67,398,82,0
293260,"Card Hunter",767754,22619,551818,19182,11890,2817,633,669,110,123,0
63710,"BIT.TRIP RUNNER",788736,22925,551643,19179,2798,1366,142,84,70,34,199
7520,"Two Worlds II",932110,24917,551468,19176,8917,2440,740,277,183,142,1999
17480,"Command and Conquer: Red Alert 3",662146,21009,550769,19163,9966,2579,927,258,284,49,249
21090,"F.E.A.R.",1220608,28502,549894,19148,7868,2292,338,153,119,69,224
22100,"Mount & Blade",986663,25634,547272,19103,6469,2078,1234,576,180,60,299
365670,"Blender",815138,23305,544649,19057,27801,4308,515,248,13,28,0
342200,"MechWarrior Online",923368,24800,543075,19029,25877,4157,1079,524,47,93,0
38400,"Fallout",823006,23417,542026,19011,6120,2021,352,80,65,43,329
11450,"Overlord",1166406,27864,541327,18999,4546,1742,381,316,107,101,124
39160,"Dungeon Siege III",731386,22078,541152,18996,5071,1840,687,113,157,27,0
34220,"Football Manager 2011",570002,19495,540103,18977,3497,1528,20305,856,8919,625,0
94400,"Nidhogg",650956,20831,539753,18971,13638,3017,178,33,88,15,524
8600,"RACE 07",1131786,27448,538704,18953,7344,2214,1291,99,64,40,149
257510,"The Talos Principle",719321,21895,538354,18947,18709,3534,784,243,330,69,999
237990,"The Banner Saga",698340,21574,535382,18894,9092,2464,542,222,269,163,1399
212800,"Super Crate Box",1013589,25980,534683,18882,9092,2464,120,23,37,9,0
206190,"Gunpoint",746248,22300,534508,18879,6819,2134,223,98,163,61,350
234710,"Poker Night 2",709005,21738,532060,18836,9966,2579,500,102,203,40,3200
264140,"Pixel Piracy",677883,21256,531535,18826,5245,1871,415,60,172,37,999
91200,"Anomaly Warzone Earth",900988,24498,531186,18820,2098,1183,199,1211,79,52,99
346120,"Boring Man - Online Tactical Stickman Combat",746073,22298,528913,18780,11365,2754,185,79,22,30,0
253030,"Race The Sun",798877,23072,527689,18758,10666,2668,209,46,78,12,499
22490,"Fallout: New Vegas",595180,19920,525940,18727,18709,3534,3155,318,1386,96,329
212160,"Vindictus",959386,25278,525066,18712,9442,2511,2125,280,150,81,0
1200,"Red Orchestra: Ostfront 41-45",919696,24751,522443,18665,4021,1638,1387,228,79,32,499
13210,"Unreal Tournament 3: Black Edition",659174,20962,519646,18615,5770,1963,613,63,174,30,679
21970,"R.U.S.E",609168,20152,519121,18606,12589,2899,2521,170,650,73,0
437220,"The Culling",549195,19136,518597,18596,36543,4939,891,130,281,40,1124
250420,"8BitMMO",856576,23888,517373,18574,1574,1025,69,57,15,65,0
